gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,is_churned
b'Other',44,b'FR',b'Family',170,32,0.3,b'Mobile',0,1
b'Other',42,b'AU',b'Family',68,19,0.4,b'Desktop',0,1
b'Female',19,b'US',b'Premium',218,18,0.46,b'Desktop',0,0
b'Female',52,b'FR',b'Student',124,59,0.41,b'Desktop',0,0
b'Female',37,b'AU',b'Family',133,67,0.17,b'Desktop',0,0
b'Other',26,b'DE',b'Premium',137,58,0.36,b'Web',0,1
b'Female',58,b'UK',b'Premium',293,99,0.31,b'Mobile',0,1
b'Female',52,b'AU',b'Family',18,4,0.12,b'Web',0,0
b'Male',42,b'PK',b'Student',42,34,0.6,b'Web',0,1
b'Other',56,b'UK',b'Free',125,81,0.08,b'Web',17,0
b'Male',47,b'CA',b'Family',266,52,0.54,b'Desktop',0,1
b'Female',31,b'CA',b'Student',13,70,0.34,b'Desktop',0,0
b'Female',41,b'CA',b'Student',57,72,0.09,b'Desktop',0,1
b'Female',47,b'FR',b'Premium',23,66,0.59,b'Desktop',0,1
b'Female',25,b'AU',b'Free',108,53,0.14,b'Web',30,0
b'Male',20,b'PK',b'Free',102,85,0.09,b'Mobile',39,0
b'Other',16,b'FR',b'Family',91,79,0.53,b'Mobile',0,0
b'Male',34,b'PK',b'Premium',74,40,0.01,b'Desktop',0,0
b'Other',24,b'CA',b'Free',171,38,0.28,b'Web',43,0
b'Female',44,b'DE',b'Free',197,85,0.39,b'Web',18,0
b'Female',36,b'AU',b'Premium',203,72,0.19,b'Web',0,0
b'Other',30,b'FR',b'Free',106,25,0.57,b'Web',11,1
b'Other',42,b'AU',b'Free',225,8,0.32,b'Web',8,0
b'Male',25,b'AU',b'Premium',280,26,0.42,b'Desktop',0,0
b'Other',58,b'US',b'Family',78,87,0.0,b'Desktop',0,0
b'Other',53,b'DE',b'Student',176,6,0.51,b'Web',0,0
b'Other',23,b'IN',b'Premium',287,64,0.05,b'Mobile',0,0
b'Other',23,b'US',b'Family',42,31,0.32,b'Desktop',0,0
b'Other',25,b'AU',b'Premium',272,94,0.23,b'Mobile',0,0
b'Male',46,b'AU',b'Premium',10,99,0.18,b'Mobile',0,1
b'Other',49,b'FR',b'Premium',203,79,0.35,b'Web',0,1
b'Female',56,b'CA',b'Student',123,71,0.5,b'Desktop',0,0
b'Other',56,b'FR',b'Family',115,34,0.59,b'Desktop',0,1
b'Male',50,b'DE',b'Family',227,30,0.04,b'Mobile',0,0
b'Female',48,b'AU',b'Premium',40,8,0.29,b'Mobile',0,1
b'Other',30,b'CA',b'Student',179,61,0.4,b'Desktop',0,1
b'Female',23,b'FR',b'Student',290,74,0.19,b'Desktop',0,0
b'Other',50,b'AU',b'Free',57,91,0.21,b'Desktop',13,0
b'Female',57,b'CA',b'Premium',10,72,0.43,b'Desktop',0,0
b'Other',26,b'IN',b'Free',88,91,0.25,b'Mobile',33,1
b'Female',18,b'AU',b'Student',237,76,0.57,b'Mobile',0,0
b'Other',28,b'DE',b'Student',268,39,0.42,b'Web',0,0
b'Male',54,b'US',b'Family',100,23,0.44,b'Web',0,0
b'Female',36,b'CA',b'Premium',83,71,0.08,b'Mobile',0,0
b'Female',28,b'US',b'Family',177,26,0.22,b'Desktop',0,0
b'Other',40,b'UK',b'Premium',146,93,0.52,b'Desktop',0,0
b'Other',19,b'UK',b'Premium',182,2,0.53,b'Desktop',0,1
b'Female',33,b'CA',b'Premium',180,32,0.34,b'Desktop',0,0
b'Female',52,b'PK',b'Premium',64,78,0.46,b'Desktop',0,0
b'Male',23,b'FR',b'Free',115,85,0.16,b'Web',23,1
b'Other',34,b'AU',b'Free',101,26,0.19,b'Mobile',46,0
b'Male',22,b'PK',b'Student',185,11,0.17,b'Mobile',0,0
b'Other',36,b'DE',b'Student',80,21,0.2,b'Web',0,0
b'Male',52,b'US',b'Free',260,11,0.12,b'Web',11,0
b'Other',21,b'FR',b'Free',269,86,0.16,b'Mobile',43,1
b'Female',30,b'PK',b'Free',141,1,0.49,b'Web',13,0
b'Female',51,b'FR',b'Family',291,72,0.33,b'Desktop',0,0
b'Male',18,b'IN',b'Student',111,14,0.6,b'Mobile',0,0
b'Other',43,b'AU',b'Premium',187,75,0.54,b'Desktop',0,0
b'Male',45,b'AU',b'Free',202,21,0.14,b'Mobile',41,1
b'Other',31,b'PK',b'Free',82,54,0.47,b'Web',6,0
b'Female',20,b'AU',b'Free',286,53,0.45,b'Desktop',46,1
b'Female',23,b'UK',b'Family',128,82,0.36,b'Desktop',0,0
b'Other',18,b'CA',b'Free',235,36,0.19,b'Desktop',25,0
b'Other',45,b'FR',b'Free',102,77,0.1,b'Mobile',22,0
b'Male',22,b'AU',b'Family',149,91,0.48,b'Desktop',0,0
b'Female',50,b'AU',b'Family',215,46,0.54,b'Web',0,0
b'Other',49,b'PK',b'Premium',66,25,0.27,b'Mobile',0,0
b'Female',50,b'CA',b'Free',272,60,0.32,b'Desktop',5,0
b'Male',43,b'DE',b'Family',194,21,0.26,b'Desktop',0,0
b'Male',25,b'AU',b'Family',38,38,0.46,b'Mobile',0,0
b'Female',22,b'DE',b'Free',247,57,0.42,b'Desktop',31,1
b'Male',18,b'AU',b'Family',109,93,0.45,b'Mobile',0,0
b'Female',52,b'CA',b'Premium',145,90,0.14,b'Desktop',0,0
b'Male',26,b'CA',b'Premium',148,91,0.01,b'Web',0,0
b'Other',26,b'UK',b'Premium',244,12,0.3,b'Desktop',0,0
b'Other',41,b'CA',b'Family',192,81,0.43,b'Desktop',0,0
b'Male',33,b'US',b'Family',236,64,0.34,b'Web',0,0
b'Other',19,b'AU',b'Free',46,22,0.11,b'Mobile',48,0
b'Male',22,b'DE',b'Free',282,31,0.6,b'Desktop',6,0
b'Male',49,b'DE',b'Family',286,60,0.57,b'Mobile',0,0
b'Male',46,b'IN',b'Family',49,74,0.2,b'Desktop',0,1
b'Female',59,b'FR',b'Premium',25,41,0.42,b'Mobile',0,1
b'Other',22,b'IN',b'Student',40,98,0.44,b'Desktop',0,0
b'Male',18,b'US',b'Student',131,10,0.3,b'Web',0,0
b'Male',30,b'US',b'Free',103,11,0.25,b'Desktop',24,0
b'Female',38,b'US',b'Student',180,77,0.08,b'Desktop',0,0
b'Female',28,b'AU',b'Student',45,97,0.39,b'Mobile',0,0
b'Female',26,b'PK',b'Premium',13,39,0.31,b'Web',0,0
b'Male',30,b'UK',b'Family',154,77,0.29,b'Desktop',0,0
b'Male',24,b'PK',b'Premium',52,86,0.28,b'Desktop',0,0
b'Other',28,b'FR',b'Family',292,5,0.41,b'Mobile',0,0
b'Male',18,b'DE',b'Family',182,90,0.13,b'Desktop',0,1
b'Male',21,b'FR',b'Family',24,63,0.26,b'Desktop',0,0
b'Female',27,b'US',b'Family',167,79,0.07,b'Desktop',0,0
b'Male',55,b'PK',b'Family',139,7,0.06,b'Mobile',0,1
b'Male',35,b'IN',b'Family',53,73,0.18,b'Desktop',0,0
b'Male',38,b'FR',b'Premium',253,47,0.38,b'Web',0,0
b'Male',24,b'FR',b'Premium',25,98,0.5,b'Web',0,0
b'Other',33,b'AU',b'Student',31,97,0.26,b'Desktop',0,1
b'Male',31,b'FR',b'Family',150,43,0.44,b'Web',0,1
b'Other',57,b'AU',b'Premium',123,8,0.57,b'Web',0,0
b'Male',45,b'DE',b'Premium',248,14,0.45,b'Mobile',0,0
b'Other',53,b'FR',b'Free',167,2,0.1,b'Mobile',34,0
b'Other',45,b'DE',b'Free',219,68,0.6,b'Desktop',45,0
b'Male',33,b'AU',b'Free',160,40,0.03,b'Web',18,0
b'Other',16,b'IN',b'Student',60,12,0.19,b'Desktop',0,0
b'Female',36,b'PK',b'Family',211,48,0.42,b'Mobile',0,1
b'Other',28,b'UK',b'Student',63,82,0.17,b'Desktop',0,1
b'Female',28,b'US',b'Premium',114,23,0.09,b'Desktop',0,0
b'Male',49,b'PK',b'Student',274,38,0.1,b'Desktop',0,0
b'Other',59,b'PK',b'Student',97,35,0.01,b'Mobile',0,0
b'Male',53,b'US',b'Premium',244,82,0.31,b'Mobile',0,0
b'Other',34,b'DE',b'Premium',286,56,0.19,b'Desktop',0,0
b'Female',20,b'US',b'Free',133,65,0.04,b'Desktop',29,0
b'Male',35,b'DE',b'Premium',199,91,0.02,b'Mobile',0,0
b'Female',16,b'UK',b'Premium',117,56,0.0,b'Web',0,1
b'Female',42,b'AU',b'Student',233,94,0.37,b'Web',0,0
b'Male',39,b'FR',b'Free',132,69,0.58,b'Web',31,0
b'Male',31,b'PK',b'Premium',79,17,0.3,b'Desktop',0,0
b'Other',32,b'DE',b'Student',115,56,0.01,b'Mobile',0,0
b'Male',16,b'CA',b'Premium',214,6,0.15,b'Web',0,1
b'Male',51,b'CA',b'Free',165,81,0.54,b'Mobile',20,0
b'Other',59,b'US',b'Family',85,79,0.09,b'Mobile',0,0
b'Other',45,b'PK',b'Free',90,29,0.06,b'Desktop',14,1
b'Male',44,b'IN',b'Premium',208,2,0.51,b'Mobile',0,0
b'Other',50,b'PK',b'Premium',94,89,0.33,b'Web',0,0
b'Female',25,b'PK',b'Free',251,68,0.28,b'Web',14,0
b'Other',31,b'AU',b'Family',268,16,0.49,b'Desktop',0,0
b'Female',55,b'PK',b'Free',133,75,0.39,b'Desktop',10,0
b'Female',43,b'UK',b'Family',124,16,0.49,b'Mobile',0,0
b'Female',51,b'IN',b'Free',17,2,0.39,b'Desktop',18,0
b'Other',33,b'AU',b'Family',167,99,0.22,b'Desktop',0,0
b'Female',47,b'UK',b'Student',98,3,0.0,b'Web',0,0
b'Male',45,b'PK',b'Free',93,83,0.04,b'Web',32,0
b'Female',58,b'CA',b'Student',159,4,0.14,b'Desktop',0,1
b'Female',32,b'US',b'Premium',147,88,0.15,b'Web',0,0
b'Female',22,b'PK',b'Student',151,30,0.06,b'Desktop',0,0
b'Female',47,b'CA',b'Free',105,30,0.51,b'Mobile',5,0
b'Other',40,b'US',b'Student',296,57,0.14,b'Desktop',0,0
b'Male',40,b'CA',b'Student',131,37,0.47,b'Mobile',0,0
b'Other',34,b'PK',b'Family',47,28,0.17,b'Web',0,0
b'Female',57,b'PK',b'Premium',129,78,0.54,b'Mobile',0,0
b'Other',30,b'AU',b'Family',217,27,0.33,b'Web',0,1
b'Other',54,b'FR',b'Premium',280,18,0.56,b'Desktop',0,0
b'Other',36,b'AU',b'Family',108,15,0.04,b'Desktop',0,1
b'Female',19,b'FR',b'Family',262,97,0.6,b'Web',0,0
b'Female',57,b'AU',b'Student',287,73,0.41,b'Mobile',0,0
b'Other',18,b'US',b'Student',118,66,0.4,b'Web',0,1
b'Female',25,b'CA',b'Family',93,87,0.14,b'Mobile',0,0
b'Male',50,b'AU',b'Premium',139,97,0.12,b'Mobile',0,0
b'Male',16,b'FR',b'Free',259,88,0.19,b'Desktop',12,0
b'Female',18,b'AU',b'Family',98,65,0.05,b'Desktop',0,1
b'Female',45,b'AU',b'Family',61,77,0.21,b'Mobile',0,0
b'Other',45,b'FR',b'Premium',81,70,0.43,b'Web',0,1
b'Male',46,b'PK',b'Free',204,80,0.25,b'Desktop',47,0
b'Female',49,b'US',b'Free',158,44,0.09,b'Desktop',34,1
b'Female',21,b'FR',b'Free',174,8,0.08,b'Mobile',14,1
b'Male',46,b'DE',b'Student',72,22,0.19,b'Desktop',0,0
b'Male',32,b'FR',b'Student',22,81,0.41,b'Mobile',0,0
b'Other',38,b'DE',b'Family',118,72,0.22,b'Mobile',0,0
b'Male',21,b'FR',b'Free',292,83,0.3,b'Desktop',44,1
b'Other',27,b'DE',b'Free',261,9,0.12,b'Web',48,0
b'Female',35,b'AU',b'Student',15,33,0.59,b'Desktop',0,0
b'Other',48,b'AU',b'Free',92,61,0.27,b'Mobile',46,0
b'Female',52,b'DE',b'Family',50,55,0.35,b'Mobile',0,0
b'Female',58,b'IN',b'Premium',144,54,0.33,b'Web',0,0
b'Female',32,b'PK',b'Free',137,88,0.21,b'Mobile',35,0
b'Male',28,b'PK',b'Family',195,78,0.38,b'Web',0,1
b'Male',41,b'IN',b'Free',61,1,0.39,b'Mobile',16,1
b'Female',53,b'AU',b'Family',297,2,0.37,b'Mobile',0,0
b'Male',47,b'FR',b'Student',73,34,0.4,b'Web',0,0
b'Female',34,b'US',b'Premium',117,53,0.41,b'Desktop',0,0
b'Male',45,b'CA',b'Free',243,39,0.31,b'Desktop',47,0
b'Female',19,b'UK',b'Premium',150,88,0.59,b'Web',0,0
b'Male',47,b'DE',b'Premium',157,62,0.06,b'Desktop',0,0
b'Male',45,b'CA',b'Free',201,39,0.51,b'Mobile',13,0
b'Other',24,b'PK',b'Premium',211,74,0.15,b'Desktop',0,0
b'Other',45,b'FR',b'Free',290,27,0.47,b'Mobile',29,1
b'Male',30,b'US',b'Student',150,99,0.5,b'Desktop',0,0
b'Female',57,b'CA',b'Family',97,30,0.33,b'Web',0,1
b'Other',50,b'PK',b'Student',60,93,0.34,b'Desktop',0,0
b'Female',52,b'CA',b'Family',20,60,0.6,b'Web',0,0
b'Female',24,b'AU',b'Premium',249,5,0.53,b'Web',0,1
b'Female',59,b'PK',b'Student',48,37,0.29,b'Mobile',0,1
b'Other',23,b'US',b'Student',180,63,0.01,b'Mobile',0,0
b'Other',36,b'CA',b'Family',194,91,0.07,b'Web',0,1
b'Female',27,b'IN',b'Free',250,24,0.38,b'Mobile',6,0
b'Female',21,b'DE',b'Free',195,55,0.07,b'Desktop',43,1
b'Male',33,b'IN',b'Premium',262,60,0.31,b'Desktop',0,0
b'Female',28,b'IN',b'Family',249,78,0.24,b'Web',0,0
b'Other',43,b'US',b'Family',177,66,0.24,b'Desktop',0,0
b'Other',49,b'US',b'Student',101,39,0.39,b'Desktop',0,0
b'Female',23,b'AU',b'Student',84,23,0.04,b'Web',0,0
b'Female',49,b'PK',b'Family',255,88,0.44,b'Web',0,0
b'Female',23,b'CA',b'Free',234,87,0.27,b'Desktop',25,0
b'Other',46,b'DE',b'Student',149,83,0.56,b'Desktop',0,1
b'Male',53,b'IN',b'Free',289,55,0.25,b'Desktop',46,0
b'Male',17,b'PK',b'Student',266,28,0.47,b'Desktop',0,1
b'Other',35,b'PK',b'Family',214,29,0.27,b'Mobile',0,0
b'Male',48,b'IN',b'Family',176,65,0.11,b'Mobile',0,0
b'Female',22,b'UK',b'Premium',36,32,0.44,b'Web',0,0
b'Male',22,b'IN',b'Free',291,43,0.14,b'Desktop',7,1
b'Other',30,b'AU',b'Premium',176,68,0.56,b'Mobile',0,0
b'Female',17,b'IN',b'Student',108,17,0.17,b'Mobile',0,0
b'Male',58,b'DE',b'Family',232,15,0.01,b'Mobile',0,0
b'Female',58,b'DE',b'Student',13,78,0.43,b'Mobile',0,0
b'Other',26,b'US',b'Family',279,39,0.45,b'Web',0,0
b'Other',39,b'IN',b'Family',45,47,0.53,b'Mobile',0,0
b'Male',52,b'CA',b'Free',153,97,0.39,b'Desktop',48,0
b'Male',34,b'IN',b'Free',203,56,0.04,b'Web',19,0
b'Other',31,b'US',b'Family',258,75,0.38,b'Desktop',0,0
b'Male',21,b'UK',b'Premium',279,45,0.16,b'Web',0,0
b'Other',57,b'US',b'Free',106,47,0.4,b'Web',20,1
b'Male',33,b'DE',b'Premium',101,72,0.19,b'Mobile',0,0
b'Female',31,b'US',b'Premium',23,76,0.55,b'Desktop',0,0
b'Male',17,b'AU',b'Student',85,66,0.49,b'Web',0,0
b'Female',19,b'CA',b'Free',150,20,0.34,b'Mobile',39,0
b'Other',56,b'PK',b'Family',12,66,0.56,b'Web',0,1
b'Female',52,b'CA',b'Family',38,85,0.23,b'Web',0,1
b'Other',48,b'DE',b'Student',44,68,0.2,b'Web',0,0
b'Other',58,b'AU',b'Family',75,20,0.05,b'Web',0,0
b'Other',22,b'PK',b'Family',161,78,0.29,b'Desktop',0,1
b'Male',22,b'US',b'Student',66,52,0.52,b'Desktop',0,1
b'Male',16,b'AU',b'Free',60,9,0.6,b'Desktop',39,0
b'Female',55,b'PK',b'Free',179,44,0.3,b'Web',20,0
b'Female',42,b'PK',b'Student',224,63,0.32,b'Web',0,1
b'Male',54,b'UK',b'Premium',225,24,0.53,b'Desktop',0,0
b'Other',52,b'IN',b'Family',74,79,0.26,b'Desktop',0,0
b'Female',39,b'PK',b'Premium',226,71,0.02,b'Mobile',0,0
b'Female',55,b'CA',b'Free',285,30,0.33,b'Mobile',27,0
b'Male',26,b'DE',b'Family',275,19,0.17,b'Desktop',0,0
b'Male',52,b'US',b'Family',247,11,0.04,b'Web',0,1
b'Other',34,b'DE',b'Student',153,82,0.47,b'Desktop',0,0
b'Other',16,b'IN',b'Free',296,77,0.1,b'Web',22,0
b'Female',31,b'UK',b'Student',129,97,0.21,b'Desktop',0,0
b'Other',47,b'US',b'Free',283,24,0.15,b'Web',28,0
b'Other',30,b'AU',b'Family',79,67,0.22,b'Desktop',0,1
b'Female',50,b'IN',b'Family',282,19,0.38,b'Desktop',0,1
b'Female',30,b'IN',b'Free',159,57,0.46,b'Desktop',15,0
b'Male',20,b'AU',b'Student',147,41,0.19,b'Mobile',0,0
b'Male',29,b'PK',b'Free',92,96,0.08,b'Web',43,0
b'Male',26,b'FR',b'Free',86,65,0.0,b'Desktop',32,0
b'Other',45,b'AU',b'Free',209,81,0.26,b'Mobile',26,1
b'Male',21,b'AU',b'Premium',157,64,0.4,b'Mobile',0,1
b'Other',17,b'US',b'Student',224,5,0.25,b'Web',0,0
b'Male',34,b'CA',b'Student',278,28,0.25,b'Desktop',0,0
b'Other',41,b'UK',b'Student',183,66,0.4,b'Web',0,0
b'Other',47,b'FR',b'Free',135,28,0.32,b'Desktop',34,0
b'Other',21,b'US',b'Student',36,1,0.02,b'Mobile',0,0
b'Female',44,b'CA',b'Free',209,34,0.44,b'Mobile',19,0
b'Other',32,b'DE',b'Family',159,88,0.31,b'Mobile',0,0
b'Male',30,b'IN',b'Free',204,97,0.31,b'Web',9,0
b'Male',19,b'DE',b'Student',235,86,0.36,b'Desktop',0,0
b'Female',33,b'UK',b'Premium',115,30,0.58,b'Desktop',0,1
b'Other',43,b'CA',b'Free',201,37,0.19,b'Web',49,0
b'Male',52,b'UK',b'Premium',46,75,0.07,b'Web',0,0
b'Male',21,b'FR',b'Family',83,67,0.39,b'Web',0,1
b'Male',55,b'AU',b'Student',98,70,0.07,b'Desktop',0,0
b'Male',59,b'DE',b'Premium',251,21,0.02,b'Web',0,0
b'Male',19,b'CA',b'Premium',241,20,0.03,b'Mobile',0,0
b'Female',36,b'UK',b'Free',276,29,0.56,b'Web',47,0
b'Female',33,b'IN',b'Premium',41,90,0.56,b'Desktop',0,0
b'Other',57,b'DE',b'Student',57,42,0.37,b'Desktop',0,1
b'Male',51,b'DE',b'Family',296,31,0.49,b'Mobile',0,0
b'Male',51,b'PK',b'Student',223,55,0.42,b'Desktop',0,0
b'Male',55,b'IN',b'Premium',273,66,0.05,b'Mobile',0,1
b'Male',30,b'AU',b'Free',150,9,0.05,b'Web',40,0
b'Male',41,b'PK',b'Free',20,84,0.52,b'Mobile',17,1
b'Male',54,b'IN',b'Student',51,60,0.18,b'Mobile',0,0
b'Female',49,b'IN',b'Premium',25,6,0.34,b'Web',0,0
b'Male',27,b'DE',b'Free',297,18,0.15,b'Desktop',41,0
b'Female',55,b'DE',b'Student',235,72,0.55,b'Mobile',0,0
b'Male',56,b'AU',b'Family',117,9,0.56,b'Web',0,0
b'Female',45,b'US',b'Family',77,92,0.12,b'Mobile',0,0
b'Female',46,b'PK',b'Free',296,52,0.33,b'Mobile',31,0
b'Other',31,b'IN',b'Premium',65,51,0.19,b'Web',0,0
b'Female',33,b'PK',b'Premium',133,11,0.43,b'Mobile',0,1
b'Male',20,b'PK',b'Premium',107,85,0.1,b'Mobile',0,0
b'Female',26,b'US',b'Family',75,73,0.5,b'Web',0,1
b'Female',46,b'PK',b'Free',225,18,0.0,b'Web',48,0
b'Other',31,b'UK',b'Student',147,27,0.24,b'Desktop',0,0
b'Male',36,b'AU',b'Free',34,24,0.35,b'Desktop',23,0
b'Male',24,b'CA',b'Premium',267,54,0.02,b'Mobile',0,1
b'Other',51,b'UK',b'Free',97,36,0.25,b'Desktop',10,0
b'Other',29,b'IN',b'Free',254,81,0.59,b'Mobile',27,0
b'Other',33,b'US',b'Student',253,30,0.07,b'Mobile',0,0
b'Female',46,b'IN',b'Premium',182,20,0.47,b'Desktop',0,0
b'Other',23,b'IN',b'Free',27,95,0.4,b'Mobile',47,0
b'Other',19,b'AU',b'Family',51,76,0.04,b'Desktop',0,0
b'Male',33,b'US',b'Premium',149,36,0.32,b'Mobile',0,0
b'Other',24,b'FR',b'Free',271,7,0.12,b'Desktop',48,0
b'Male',16,b'PK',b'Premium',289,42,0.15,b'Mobile',0,0
b'Other',28,b'CA',b'Student',293,40,0.25,b'Mobile',0,0
b'Female',58,b'US',b'Free',257,56,0.25,b'Mobile',24,0
b'Other',52,b'IN',b'Free',63,99,0.41,b'Desktop',15,0
b'Other',58,b'DE',b'Free',22,74,0.25,b'Mobile',20,1
b'Male',57,b'PK',b'Free',230,65,0.49,b'Desktop',15,1
b'Other',18,b'PK',b'Premium',155,79,0.32,b'Mobile',0,0
b'Male',42,b'AU',b'Family',193,24,0.56,b'Web',0,0
b'Female',32,b'CA',b'Family',65,88,0.06,b'Web',0,0
b'Male',40,b'FR',b'Family',29,20,0.57,b'Web',0,0
b'Male',53,b'IN',b'Family',265,14,0.39,b'Mobile',0,0
b'Male',25,b'IN',b'Premium',43,6,0.09,b'Desktop',0,1
b'Female',23,b'UK',b'Student',98,33,0.13,b'Web',0,0
b'Male',40,b'CA',b'Free',86,18,0.31,b'Mobile',48,0
b'Other',25,b'PK',b'Student',34,91,0.11,b'Desktop',0,0
b'Other',49,b'AU',b'Student',113,42,0.32,b'Desktop',0,0
b'Female',28,b'DE',b'Free',255,68,0.1,b'Mobile',45,1
b'Other',59,b'CA',b'Family',38,30,0.15,b'Web',0,0
b'Other',51,b'US',b'Premium',209,12,0.27,b'Desktop',0,0
b'Female',40,b'AU',b'Free',35,43,0.12,b'Mobile',38,0
b'Other',19,b'UK',b'Family',65,14,0.07,b'Mobile',0,0
b'Male',33,b'DE',b'Free',219,55,0.52,b'Web',7,0
b'Female',21,b'FR',b'Premium',103,82,0.37,b'Web',0,1
b'Female',17,b'UK',b'Free',204,6,0.49,b'Web',44,0
b'Female',38,b'FR',b'Free',42,31,0.51,b'Mobile',15,0
b'Male',35,b'IN',b'Family',194,76,0.12,b'Desktop',0,0
b'Female',30,b'CA',b'Family',32,35,0.31,b'Desktop',0,0
b'Other',37,b'DE',b'Premium',22,91,0.3,b'Desktop',0,0
b'Other',42,b'DE',b'Family',74,97,0.02,b'Desktop',0,0
b'Male',26,b'UK',b'Free',233,69,0.42,b'Desktop',16,0
b'Other',24,b'CA',b'Free',88,72,0.3,b'Web',41,0
b'Male',45,b'AU',b'Premium',52,74,0.54,b'Desktop',0,1
b'Female',23,b'FR',b'Student',232,30,0.52,b'Mobile',0,0
b'Other',56,b'IN',b'Student',221,72,0.3,b'Desktop',0,0
b'Other',39,b'UK',b'Premium',239,39,0.1,b'Mobile',0,0
b'Other',49,b'DE',b'Family',105,99,0.01,b'Web',0,0
b'Other',20,b'IN',b'Family',186,26,0.41,b'Desktop',0,0
b'Female',24,b'CA',b'Premium',205,86,0.21,b'Mobile',0,0
b'Other',56,b'FR',b'Premium',249,96,0.19,b'Desktop',0,1
b'Female',23,b'UK',b'Family',242,2,0.34,b'Mobile',0,0
b'Female',54,b'FR',b'Family',108,65,0.26,b'Web',0,0
b'Male',19,b'DE',b'Student',179,61,0.19,b'Mobile',0,1
b'Female',32,b'PK',b'Premium',106,94,0.07,b'Desktop',0,0
b'Other',31,b'FR',b'Student',11,61,0.0,b'Web',0,0
b'Male',32,b'FR',b'Family',116,77,0.57,b'Mobile',0,0
b'Other',29,b'UK',b'Premium',42,51,0.6,b'Mobile',0,0
b'Male',36,b'UK',b'Free',192,45,0.35,b'Web',37,1
b'Female',30,b'UK',b'Family',96,10,0.39,b'Desktop',0,0
b'Other',51,b'DE',b'Premium',279,13,0.22,b'Web',0,1
b'Other',23,b'US',b'Family',105,15,0.49,b'Desktop',0,1
b'Other',55,b'PK',b'Family',204,10,0.12,b'Desktop',0,0
b'Male',48,b'PK',b'Family',174,99,0.39,b'Web',0,0
b'Other',19,b'AU',b'Premium',125,95,0.57,b'Desktop',0,1
b'Other',44,b'FR',b'Free',241,42,0.19,b'Mobile',33,1
b'Male',59,b'DE',b'Family',195,21,0.54,b'Desktop',0,0
b'Female',39,b'CA',b'Free',68,43,0.1,b'Mobile',5,1
b'Male',59,b'FR',b'Premium',187,79,0.31,b'Mobile',0,1
b'Other',45,b'AU',b'Family',61,95,0.29,b'Web',0,1
b'Male',39,b'CA',b'Student',112,53,0.27,b'Mobile',0,0
b'Other',31,b'US',b'Premium',103,44,0.52,b'Desktop',0,0
b'Female',51,b'PK',b'Student',126,22,0.58,b'Mobile',0,0
b'Male',18,b'UK',b'Premium',276,22,0.18,b'Mobile',0,0
b'Female',58,b'DE',b'Premium',225,82,0.06,b'Desktop',0,0
b'Female',35,b'UK',b'Free',227,82,0.59,b'Desktop',7,1
b'Other',45,b'US',b'Free',181,87,0.57,b'Mobile',40,0
b'Other',44,b'IN',b'Student',255,74,0.43,b'Desktop',0,0
b'Female',20,b'US',b'Premium',112,45,0.55,b'Web',0,0
b'Female',48,b'AU',b'Free',29,99,0.4,b'Desktop',20,0
b'Female',50,b'FR',b'Premium',129,25,0.34,b'Mobile',0,0
b'Other',48,b'US',b'Free',107,6,0.06,b'Web',45,0
b'Female',46,b'AU',b'Premium',281,72,0.11,b'Web',0,1
b'Other',23,b'DE',b'Family',28,87,0.39,b'Desktop',0,0
b'Male',40,b'DE',b'Student',132,39,0.09,b'Desktop',0,0
b'Male',27,b'US',b'Premium',274,17,0.24,b'Desktop',0,1
b'Other',36,b'FR',b'Family',205,60,0.43,b'Mobile',0,0
b'Male',56,b'UK',b'Student',190,94,0.44,b'Web',0,0
b'Male',43,b'PK',b'Family',163,36,0.28,b'Desktop',0,0
b'Other',18,b'DE',b'Student',143,93,0.59,b'Desktop',0,0
b'Male',23,b'UK',b'Free',20,90,0.01,b'Web',44,1
b'Male',55,b'FR',b'Premium',234,75,0.54,b'Web',0,0
b'Female',44,b'DE',b'Family',59,6,0.57,b'Desktop',0,1
b'Male',42,b'AU',b'Family',172,28,0.56,b'Mobile',0,0
b'Female',17,b'FR',b'Student',206,61,0.1,b'Mobile',0,1
b'Other',36,b'IN',b'Premium',226,24,0.08,b'Desktop',0,1
b'Female',44,b'FR',b'Family',41,46,0.25,b'Mobile',0,0
b'Male',20,b'AU',b'Student',215,71,0.56,b'Mobile',0,0
b'Other',55,b'UK',b'Student',108,66,0.35,b'Web',0,0
b'Other',28,b'PK',b'Free',108,68,0.0,b'Desktop',21,1
b'Female',35,b'FR',b'Premium',283,39,0.12,b'Mobile',0,0
b'Male',30,b'US',b'Family',36,6,0.06,b'Web',0,1
b'Female',59,b'PK',b'Student',276,23,0.45,b'Desktop',0,1
b'Male',47,b'FR',b'Premium',73,59,0.42,b'Mobile',0,0
b'Other',46,b'FR',b'Free',10,41,0.52,b'Desktop',20,1
b'Male',37,b'PK',b'Family',110,38,0.57,b'Web',0,1
b'Female',52,b'US',b'Family',177,83,0.45,b'Desktop',0,0
b'Other',23,b'DE',b'Free',155,88,0.34,b'Web',9,0
b'Female',54,b'UK',b'Free',33,61,0.59,b'Mobile',29,1
b'Female',49,b'CA',b'Free',121,19,0.24,b'Web',46,0
b'Male',53,b'IN',b'Family',205,60,0.37,b'Desktop',0,0
b'Female',29,b'FR',b'Free',114,32,0.1,b'Web',12,0
